Date,Machine_ID,Product_Type,Shift,Operator_Experience_Years,Temperature_C,Humidity_Percent,Production_Units,Defective_Units,Downtime_Minutes,Cycle_Time_Minutes,Energy_Consumption_kWh,Raw_Material_Cost_USD
2025-06-24,M5,Product_B,Night,3.8,30.0,71.7,,8,6.4,6.74,145.2,1872.68
2025-06-24,M3,Product_B,Morning,6.2,20.0,47.9,467.0,1,26.1,6.24,223.2,2167.01
2025-06-24,M2,Product_A,Night,8.5,24.6,44.4,465.0,1,9.7,5.15,208.6,1659.64
2025-06-25,M1,Product_A,Morning,1.8,38.8,38.9,491.0,4,17.4,6.26,207.6,1591.74
2025-06-25,M2,Product_A,Night,13.7,19.1,46.7,451.0,1,5.1,5.65,175.4,1527.51
2025-06-25,M4,Product_A,Evening,7.8,34.8,63.7,471.0,8,1.5,5.58,200.2,1398.87
2025-06-26,M1,Product_B,Night,5.5,34.7,65.6,452.0,11,0.0,7.14,143.8,1778.0
2025-06-27,M2,Product_A,Night,6.3,34.1,53.4,435.0,5,35.7,6.3,205.6,1593.08
2025-06-27,M1,Product_A,Morning,11.8,31.8,55.4,521.0,8,2.9,6.8,244.8,1930.54
2025-06-28,M4,Product_A,Morning,6.7,32.2,62.9,491.0,10,19.6,5.19,213.3,1265.97
2025-06-28,M1,Product_B,Morning,11.2,38.8,48.6,467.0,3,1.9,5.87,203.2,1935.62
2025-06-28,M4,Product_B,Night,,33.8,60.3,483.0,4,0.0,5.37,232.6,2552.44
2025-06-29,M3,Product_C,,1.3,34.3,52.5,451.0,8,20.2,6.27,209.5,2555.89
2025-06-29,M5,Product_B,Evening,3.6,18.2,44.2,482.0,1,13.2,6.66,235.9,2206.06
2025-06-29,M3,Product_B,Evening,7.9,40.1,60.2,459.0,4,22.6,5.61,134.8,2137.03
2025-06-29,M4,Product_C,Evening,7.2,26.6,55.6,491.0,1,21.7,5.82,233.9,2842.39
2025-06-30,M4,Product_B,Night,5.3,37.2,62.9,442.0,17,28.1,5.92,172.4,2177.94
2025-07-01,M2,Product_A,Morning,10.6,32.6,54.3,501.0,6,35.4,6.06,224.2,1423.53
2025-07-02,M4,Product_B,Night,7.6,28.2,63.0,449.0,5,4.7,5.6,193.8,1911.67
2025-07-02,M4,Product_B,Evening,9.5,25.9,45.2,466.0,4,3.8,6.72,183.2,2058.12
2025-07-03,M2,Product_A,Evening,3.4,33.6,79.3,465.0,13,36.1,6.51,255.7,1673.23
2025-07-03,M1,Product_A,Morning,5.4,35.2,64.2,450.0,12,15.7,5.69,226.5,1521.53
2025-07-04,M1,Product_A,Night,7.6,19.4,44.7,455.0,1,10.9,6.61,131.9,1524.08
2025-07-04,M3,Product_A,Morning,10.1,32.5,33.2,462.0,1,7.3,6.03,185.8,1678.98
2025-07-04,M3,Product_A,Morning,,32.2,67.5,477.0,4,20.2,5.96,221.7,1824.25
2025-07-05,M5,Product_C,Morning,12.9,28.8,45.3,512.0,1,46.6,5.56,170.3,2864.16
2025-07-05,M2,Product_B,Night,5.3,39.5,35.4,462.0,3,96.3,5.28,157.6,2041.79
2025-07-05,M4,Product_B,Morning,7.3,34.1,45.4,,1,27.9,6.79,206.4,1953.77
2025-07-06,M3,Product_A,Morning,,35.7,58.9,477.0,11,0.0,7.11,162.7,1673.14
2025-07-06,M3,Product_A,,7.5,40.1,55.2,439.0,10,23.5,6.69,215.7,1610.47
2025-07-06,M4,Product_A,Morning,11.2,31.7,50.0,463.0,7,15.3,5.22,224.8,1406.84
2025-07-06,M1,Product_A,Night,11.3,27.1,49.4,470.0,4,20.7,5.73,210.4,1422.46
2025-07-06,M2,Product_B,Night,0.2,36.3,62.4,,5,24.0,6.99,162.3,1983.54
2025-07-07,M5,Product_A,Evening,3.5,,49.4,463.0,1,13.7,6.43,204.0,1123.22
2025-07-07,M2,Product_A,Evening,10.6,34.0,53.2,515.0,1,20.6,4.11,261.9,1805.16
2025-07-07,M5,Product_A,Night,4.2,29.0,56.1,437.0,9,31.3,5.4,168.8,1128.87
2025-07-07,M4,Product_B,Evening,10.4,34.1,46.9,496.0,1,26.6,5.79,253.2,2327.79
2025-07-07,M2,Product_B,Evening,16.9,23.2,47.1,455.0,1,43.5,6.02,186.0,2078.34
2025-07-07,M1,Product_C,Morning,5.5,31.3,55.8,506.0,7,0.0,5.83,223.5,3239.58
2025-07-08,M1,Product_A,Morning,7.2,35.7,52.0,449.0,8,20.7,5.83,189.3,1607.58
2025-07-08,M2,Product_A,Morning,7.5,40.1,73.3,473.0,16,41.9,4.66,212.1,1411.41
2025-07-08,M3,Product_B,Morning,,32.7,54.4,477.0,10,14.0,6.42,225.2,2226.4
2025-07-08,M2,Product_A,Evening,6.6,22.6,46.9,466.0,1,27.8,5.32,199.2,1718.62
2025-07-09,M3,Product_A,Evening,0.6,32.6,46.7,486.0,8,36.1,6.35,201.3,1521.07
2025-07-09,M4,Product_A,Morning,7.2,34.8,37.3,509.0,2,7.3,6.23,250.0,1502.36
2025-07-09,M1,Product_A,Morning,9.6,29.9,70.8,517.0,14,0.0,5.66,166.7,1649.95
2025-07-09,M4,Product_B,Morning,10.0,36.8,40.5,463.0,4,0.0,4.97,181.1,2273.2
2025-07-09,M3,Product_B,Morning,14.4,25.3,48.7,503.0,1,18.5,5.41,220.4,2113.44
2025-07-09,M4,Product_A,Morning,10.4,35.4,51.8,516.0,2,3.7,5.75,212.4,1859.91
2025-07-09,M2,Product_A,Morning,6.5,23.9,52.6,491.0,1,4.4,5.52,194.2,1762.89
2025-07-09,M4,Product_A,Evening,4.1,29.9,50.6,440.0,1,10.3,6.23,195.7,1272.42
2025-07-09,M3,Product_C,Evening,7.3,39.3,57.0,441.0,7,19.8,5.77,192.1,2588.53
2025-07-09,M3,Product_A,Morning,6.5,28.9,51.4,492.0,7,16.7,5.41,177.4,1673.1
2025-07-10,M5,Product_A,Night,7.8,33.2,58.1,457.0,4,22.3,6.17,201.8,1355.84
2025-07-10,M1,Product_C,Morning,0.0,34.2,62.9,435.0,15,19.7,7.21,178.5,2638.8
2025-07-10,M2,Product_B,Morning,4.6,37.5,60.6,499.0,16,9.4,6.29,168.8,1917.29
2025-07-10,M3,Product_A,Evening,11.0,32.9,39.2,462.0,1,8.5,6.03,218.2,1221.13
2025-07-11,M3,Product_B,Morning,6.3,29.9,57.9,479.0,6,29.0,5.58,172.0,2108.99
2025-07-11,M1,Product_A,Morning,5.6,26.5,64.2,459.0,8,23.7,7.65,208.8,1500.7
2025-07-11,M3,Product_A,Night,6.8,,57.3,467.0,12,0.0,6.78,193.4,1392.28
2025-07-11,M1,Product_A,Night,10.0,,47.0,433.0,1,0.0,6.07,223.1,1557.25
2025-07-11,M2,Product_B,Night,1.7,41.8,54.7,470.0,11,11.4,6.67,199.0,1941.89
2025-07-12,M1,Product_A,Morning,6.6,30.3,74.6,479.0,10,38.1,5.19,200.0,1470.98
2025-07-13,M1,Product_A,Night,,24.7,67.3,459.0,4,12.6,6.96,244.1,1738.21
2025-07-13,M5,Product_C,Morning,5.9,36.4,65.2,410.0,11,21.5,6.66,200.7,2208.81
2025-07-14,M4,Product_C,Night,21.0,33.9,54.9,484.0,1,0.9,4.52,203.0,2818.21
2025-07-14,M2,Product_A,Night,12.6,27.3,58.4,485.0,1,0.0,5.83,160.4,1842.29
2025-07-14,M1,Product_A,Morning,0.0,42.4,57.6,434.0,9,9.0,6.72,176.2,1419.16
2025-07-15,M4,Product_A,Morning,5.7,31.0,74.7,490.0,15,6.2,6.79,193.0,1391.89
2025-07-15,M2,Product_A,Night,4.2,27.9,74.9,427.0,9,13.0,6.6,184.4,1493.9
2025-07-16,M1,Product_B,Morning,0.0,,62.8,420.0,12,35.6,6.52,205.1,2076.93
2025-07-16,M2,Product_B,Morning,2.7,33.2,65.3,443.0,9,29.4,5.72,200.9,2057.98
2025-07-16,M1,Product_A,Morning,10.2,29.1,38.4,520.0,1,19.4,5.8,192.0,1674.03
2025-07-17,M1,Product_C,Morning,6.8,33.8,42.8,483.0,1,17.7,5.79,207.6,3022.3
2025-07-17,M1,Product_B,Evening,2.1,26.5,54.9,435.0,10,24.9,6.61,199.6,2145.53
2025-07-17,M2,Product_B,Morning,,32.0,63.7,494.0,12,15.0,6.95,192.5,2107.04
2025-07-18,M3,Product_B,Morning,3.6,36.1,56.1,476.0,13,18.8,6.38,183.2,2011.95
2025-07-18,M3,Product_A,Night,6.1,31.8,51.9,456.0,4,3.0,5.63,232.0,1553.41
2025-07-19,M5,Product_C,Night,11.2,,55.3,436.0,2,8.4,4.73,185.7,2669.47
2025-07-19,M1,Product_B,Evening,9.4,39.2,67.4,471.0,13,0.7,5.36,146.8,1874.88
2025-07-19,M3,Product_B,Morning,7.1,29.6,50.5,435.0,1,27.0,6.36,136.5,2213.45
